N	freq_sync	freq_sync	delay_pulse	width_pulse	delay_det	width_det	mascara	ADC0	ADC1
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1330	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1331	998
1	28266	1666666	0	80	0	0	1331	998
2	28266	1666666	0	80	0	0	1330	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1331	998
0	28266	1666666	0	80	0	0	1330	998
1	28266	1666666	0	80	0	0	1330	998
2	28266	1666666	0	80	0	0	1331	998
3	28266	1666666	0	80	0	0	1331	998
4	28266	1666666	0	80	0	0	1330	998
